tn;posdiff;posdifffront;mposdiff;posrank;posrankfront;mposrank;mposdiffrankfront;mposdiffrank;tail-point; propposfront; proppos; propmpos; mposfrontpropall;mpospropall;tail-pointvoksize;alltoken;textlength;tokenhaufende;tokenhausanf;posten;propposten;k-point;k-pointindex;sumhalbehoehe;k-pointvoksize;h-ponit;h-pointvoksize;h-point/k-point;h-point/tail-point
FRA01401_Fleuriot.txt;313;30;171.5;448;28;238;29;380;204;1.0714285714285714;0.6986607142857143;0.7205882352941176;0.009388151505341535;0.123179022337326;0.06628358692133376;3089;184658;220;219;1632;0.5283263191971512;168;n d ;0.5003465866629122;0.05438653285853027;242;0.07834250566526384;1.4404761904761905;1.181929181929182
FRA04801_Corday.txt;343;21;182;1119;19;569;20;731;375;1.105263157894737;0.3065236818588025;0.31985940246045697;0.0059665871121718375;0.21807875894988066;0.11202267303102625;3352;184444;112;111;1689;0.5038782816229117;157;eux ;0.501312051354341;0.04683770883054893;230;0.06861575178997613;1.464968152866242;0.6125166444740346
FRA04501_Barres.txt;442;17;229.5;473;15;244;16;457;236;1.1333333333333333;0.9344608879492601;0.9405737704918032;0.004671532846715329;0.1335766423357664;0.06912408759124088;3425;170484;164;163;1697;0.49547445255474454;164;a p ;0.5011496680040355;0.04788321167883212;219;0.06394160583941606;1.3353658536585367;0.925026399155227
FRA05201_Feuillet.txt;286;69;177.5;419;67;243;68;352;210;1.0298507462686568;0.6825775656324582;0.7304526748971193;0.020833333333333332;0.10799632352941177;0.06441482843137254;3264;163603;182;182;1624;0.49754901960784315;162; el ;0.5008465614933708;0.04963235294117647;215;0.06587009803921569;1.3271604938271604;1.0225921521997623
FRA07001_Mendes.txt;397;27;212;601;25;313;26;499;262;1.08;0.6605657237936772;0.6773162939297125;0.007975460122699387;0.1530674846625767;0.08052147239263803;3260;159177;138;137;1584;0.48588957055214727;156;aux ;0.5013412741790588;0.04785276073619632;213;0.06533742331288343;1.3653846153846154;0.8114285714285714
FRA01603_GautierJ.txt;396;32;214;365;30;197.5;31;380;205;1.0666666666666667;1.084931506849315;1.0835443037974684;0.009326113116726835;0.11447051744885679;0.06189831528279182;3324;156091;176;175;1645;0.49488567990373045;168;ess ;0.5007015138605042;0.05054151624548736;215;0.06468110709987966;1.2797619047619047;1.0449574726609963
FRA00102_Adam.txt;299;56;177.5;408;54;231;55;353;204;1.037037037037037;0.7328431372549019;0.7683982683982684;0.018518518518518517;0.11902356902356902;0.06877104377104377;2970;152757;185;185;1505;0.5067340067340067;153;n d ;0.5006120832433213;0.051515151515151514;223;0.07508417508417509;1.457516339869281;1.0917992656058753
FRA02401_LeRouge.txt;303;42;172.5;312;40;176;41;307;174;1.05;0.9711538461538461;0.9801136363636364;0.012488577520560463;0.09366433140420347;0.05307645446238197;3283;134539;175;174;1537;0.46816935729515685;166;cha ;0.500910516653164;0.050563508985683826;203;0.06183368869936034;1.2228915662650603;1.1649928263988523
FRA01102_Dombre.txt;332;22;177;506;20;263;21;419;220;1.1;0.6561264822134387;0.6730038022813688;0.007125890736342043;0.14217848659653887;0.07465218866644045;2947;131571;141;141;1402;0.47573803868340686;156; du ;0.501425086075199;0.05293518832711232;202;0.06854428232100442;1.294871794871795;0.9181818181818182
FRA00101_Adam.txt;256;23;139.5;358;21;189.5;22;307;164;1.0952380952380953;0.7150837988826816;0.7361477572559367;0.00796812749003984;0.11119159724737414;0.05957986236870699;2761;108923;158;155;1262;0.45708076783773993;151;and ;0.500417726283705;0.054690329590728;186;0.06736689605215501;1.2317880794701987;1.1306990881458967
